@RELATION extratreest6Classes
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Conversations,Human-Gathering,Multimedia,Outdoors,Scream,SobbandCry}

@DATA
0.123568,0.087160,3.222561,0.168955,0.132059,0.906264,0.015151,0.160789,-24.749212,-1.458960,-1.685568,0.814024,-0.079920,-0.294727,0.356950,-0.601470,0.305912,0.236602,-0.095903,-0.001923,0.125357,0.001857,0.000841,0.000904,0.001653,0.003912,0.003477,0.006300,0.010290,0.008542,0.014692,0.012077,0.006539,0.010267,0.029604,0.059220,0.090720,0.025278,0.019924,0.394496,0.010574,0.056461,1.621170,1.481583,0.911865,0.343128,0.284967,0.606672,0.298624,0.312370,0.389944,0.402502,0.273872,0.233415,0.178233,0.002641,0.000644,0.001652,0.002934,0.007938,0.004933,0.019924,0.018104,0.012797,0.015657,0.027118,0.013103,0.008517,Scream
0.417576,0.043307,3.232834,0.441669,0.191126,1.681564,0.011168,0.496485,-26.776745,-2.357327,-0.699313,0.492036,0.086099,-0.005270,-0.031832,-0.107462,-0.102054,0.049243,0.371384,-0.450081,0.253285,0.000519,0.000901,0.002160,0.005828,0.004922,0.000943,0.001848,0.002616,0.002910,0.008843,0.010521,0.003061,0.006359,0.035944,0.015287,0.025488,0.011823,0.005345,0.175939,0.003397,0.017693,0.616796,0.446482,0.234640,0.175352,0.122646,0.208730,0.180938,0.180357,0.204086,0.172176,0.148602,0.146767,0.119539,0.000592,0.000807,0.001924,0.010041,0.005614,0.000630,0.000594,0.000292,0.000839,0.001958,0.002242,0.003369,0.002674,Scream
0.095800,0.420884,3.198179,0.185731,0.170693,0.982188,0.008190,0.144931,-22.242452,-1.052882,-0.701715,0.818089,0.135685,0.165359,-0.154943,0.509421,-0.215128,-0.011497,0.248629,-0.097154,0.028854,0.004345,0.005383,0.006578,0.006558,0.019923,0.012545,0.008218,0.001979,0.001398,0.001961,0.003792,0.001962,0.010859,0.028021,0.251175,0.223581,0.045365,0.026379,0.430443,0.003877,0.055003,1.861886,0.495120,0.785914,0.307564,0.406002,0.566651,0.583467,0.597054,0.652910,0.632168,0.372516,0.218704,0.231050,0.009181,0.007736,0.012534,0.009309,0.024535,0.017936,0.012172,0.002743,0.002379,0.002815,0.004810,0.002605,0.005699,Scream
0.089334,0.173839,3.170964,0.178362,0.168309,0.466456,0.010235,0.100741,-22.601191,-0.580898,-1.387716,0.970357,0.866770,-0.485821,-0.173673,0.588136,-0.186075,-0.158927,0.316734,-0.034091,-0.157413,0.003412,0.004121,0.013675,0.015562,0.031000,0.001961,0.002682,0.001595,0.001702,0.003994,0.003110,0.001825,0.013718,0.004151,0.038820,0.145626,0.012719,0.015753,0.186230,0.005289,0.015196,0.790248,0.275959,0.677083,0.499284,0.231428,0.485798,0.176925,0.608034,0.186527,0.274409,0.317892,0.170461,0.110560,0.005472,0.006006,0.017172,0.023675,0.031713,0.002074,0.003525,0.003963,0.003792,0.008162,0.004973,0.002222,0.007132,Scream
0.092706,0.145132,3.237229,0.165483,0.163185,0.641113,0.041905,0.109445,-26.565287,-2.016176,-0.394029,0.863525,-0.556477,-0.035397,0.424792,-0.554634,0.294357,-0.041398,-0.121109,0.226488,-0.177660,0.000435,0.000638,0.001419,0.000642,0.002247,0.001151,0.001290,0.001799,0.021142,0.008753,0.003862,0.011835,0.012684,0.018946,0.070587,0.128332,0.025937,0.030533,0.260775,0.040646,0.030662,1.626844,0.699567,0.506445,0.249707,0.263949,0.409223,0.465569,0.386919,0.308529,0.299145,0.300726,0.116840,0.185151,0.000549,0.001306,0.003741,0.001277,0.004979,0.002649,0.001969,0.003672,0.029730,0.022400,0.011979,0.027985,0.014663,Scream
0.066924,0.034573,3.034110,0.144407,0.174028,0.280361,0.025305,0.073205,-28.356211,-0.638005,-1.798883,0.640022,0.098322,-0.301426,-0.395746,0.211140,0.256979,-0.169359,-0.058808,0.141594,-0.181612,0.013644,0.012500,0.009889,0.014618,0.003115,0.001646,0.003095,0.001020,0.000611,0.002988,0.004550,0.021465,0.015827,0.023091,0.039123,0.340728,0.034979,0.031880,0.277768,0.019525,0.024088,1.717441,0.726599,0.572892,0.471242,0.507583,0.483637,0.376331,0.414510,0.452405,0.444901,0.315767,0.265857,0.236414,0.017743,0.017724,0.013395,0.030367,0.004654,0.003085,0.006989,0.002213,0.000732,0.005329,0.006876,0.014800,0.010825,Scream
0.074570,0.087041,3.065118,0.149572,0.172269,0.370066,0.034431,0.083326,-27.705022,-0.845350,-1.321458,0.707585,-0.059774,-0.282701,-0.100539,0.120370,0.161350,-0.236348,0.017798,0.148012,-0.179367,0.007690,0.009127,0.010064,0.011232,0.006384,0.002534,0.001870,0.001056,0.004669,0.003537,0.003097,0.013719,0.014477,0.020797,0.059866,0.376378,0.030458,0.032075,0.227132,0.032808,0.025847,2.232206,0.789100,0.465897,0.387051,0.406856,0.403791,0.421355,0.398945,0.412169,0.406693,0.347318,0.241402,0.191611,0.012725,0.015362,0.019344,0.026430,0.014085,0.005267,0.002976,0.002022,0.008857,0.009048,0.006295,0.021155,0.013931,Scream
0.342273,0.048312,3.122024,0.457073,0.210365,1.152228,0.019600,0.583364,-28.173985,-2.252950,-0.272043,0.952449,-0.646421,0.410722,-0.435548,0.215244,0.166041,-0.426441,0.551562,-0.342565,0.094357,0.006531,0.033384,0.001680,0.002749,0.001603,0.004614,0.001712,0.000409,0.000260,0.000160,0.001528,0.001570,0.012074,0.054080,0.034286,0.253661,0.072665,0.013393,0.311828,0.014645,0.147151,1.753090,0.620469,0.782352,0.449762,0.484929,0.430142,0.274778,0.242396,0.235544,0.141785,0.187698,0.198728,0.174164,0.011182,0.038614,0.002707,0.004713,0.002215,0.006045,0.004670,0.000735,0.000472,0.000351,0.004889,0.003591,0.009926,Scream
0.061555,0.036807,3.164543,0.117335,0.146059,0.221633,0.008084,0.078131,-25.338526,-1.760857,-2.158767,0.742042,0.058401,-0.266173,-0.541434,0.148854,-0.018540,-0.076887,0.221099,0.321865,-0.080538,0.008290,0.012794,0.015982,0.006735,0.002869,0.002200,0.001648,0.009363,0.003109,0.001702,0.001787,0.007428,0.011070,0.007614,0.025130,0.059349,0.012304,0.021175,0.105922,0.004613,0.009163,0.949304,0.592480,0.338285,0.307653,0.202241,0.138208,0.212629,0.245370,0.168250,0.328201,0.206411,0.162127,0.141902,0.003799,0.017932,0.016457,0.009084,0.003410,0.003640,0.001683,0.006243,0.002703,0.001800,0.001937,0.008813,0.007060,Scream
0.135189,0.120430,3.297987,0.210158,0.176627,0.888258,0.022733,0.179500,-27.040822,-1.627796,-0.901106,1.004783,-0.010101,-0.648575,0.340149,0.368944,-0.606253,0.291769,0.121989,-0.223449,0.121552,0.000169,0.000173,0.000340,0.005772,0.009621,0.009489,0.007703,0.011023,0.000773,0.000138,0.002875,0.000176,0.011332,0.012536,0.056543,0.047571,0.017104,0.016223,0.200564,0.023617,0.026445,1.558027,0.840119,0.268819,0.182267,0.143260,0.157061,0.250155,0.208068,0.162943,0.216886,0.194270,0.113320,0.090366,0.000294,0.000267,0.000446,0.005840,0.012395,0.017482,0.014358,0.017849,0.001081,0.000123,0.001888,0.000186,0.013542,Scream
0.072688,0.220587,3.220023,0.129664,0.143895,0.696670,0.007244,0.144203,-21.206423,-0.323364,-1.511791,0.205309,0.557763,0.275954,0.053649,-0.147579,0.240549,0.003721,-0.333131,0.197143,-0.245182,0.018755,0.056810,0.004701,0.001573,0.003404,0.003880,0.010534,0.007691,0.008608,0.015848,0.002990,0.002808,0.023442,0.015084,0.069195,0.177898,0.012970,0.022539,0.202277,0.006441,0.028349,0.548974,0.467886,0.375423,0.245434,0.188995,0.234952,0.229126,0.259740,0.295648,0.276741,0.225731,0.254869,0.189664,0.024318,0.062957,0.008564,0.001350,0.006149,0.009392,0.016191,0.010368,0.013059,0.031333,0.003733,0.003250,0.016571,Scream
0.175988,0.114635,3.287106,0.260597,0.162249,1.298961,0.004961,0.290156,-24.391200,-3.132589,-0.365938,0.879593,-0.522446,-0.038715,0.369460,-0.286353,0.076912,0.132936,-0.064689,-0.242658,0.239676,0.001598,0.003181,0.002328,0.001712,0.001790,0.001968,0.004270,0.007884,0.012292,0.007106,0.004299,0.003400,0.007024,0.027985,0.038337,0.023247,0.013295,0.013610,0.293506,0.003111,0.056102,0.851719,0.786538,0.404787,0.299865,0.242221,0.219528,0.231472,0.243476,0.214109,0.236272,0.232042,0.193590,0.198095,0.001645,0.003061,0.003119,0.002026,0.002742,0.002192,0.005599,0.011496,0.015529,0.012961,0.005473,0.005001,0.005564,Scream
0.100550,0.184771,3.246133,0.131629,0.126220,0.883376,0.018656,0.116543,-25.082885,-1.819720,-0.298640,0.673978,0.146824,-0.546742,0.234581,0.543292,-0.915872,0.761220,-0.246861,-0.000704,0.057614,0.000634,0.000693,0.003133,0.002973,0.005915,0.006581,0.021631,0.008194,0.000928,0.000257,0.000296,0.000418,0.010418,0.014229,0.109372,0.142875,0.019473,0.032557,0.146439,0.016994,0.008097,2.355773,0.614539,0.366338,0.307811,0.315508,0.222254,0.384710,0.422266,0.318620,0.523231,0.421516,0.230655,0.128631,0.001331,0.000969,0.005860,0.005063,0.010581,0.011858,0.034386,0.016274,0.001502,0.000304,0.000462,0.000809,0.009079,Scream
0.112263,0.383172,3.136413,0.207575,0.180472,1.118147,0.006533,0.195554,-22.824947,-0.574154,-0.465381,0.431190,-0.155377,0.023543,-0.171772,0.563863,-0.315054,-0.087506,0.423024,-0.181970,0.109212,0.004083,0.008025,0.010930,0.004832,0.021359,0.008230,0.005409,0.000720,0.001187,0.003859,0.005850,0.002653,0.009109,0.061215,0.254309,0.439294,0.073635,0.026158,0.730575,0.002827,0.115632,2.060256,1.102024,0.823131,0.798993,0.804519,0.425398,0.492429,0.455402,0.701547,0.592654,0.415015,0.349005,0.238342,0.005329,0.010041,0.014286,0.004282,0.031050,0.008366,0.007032,0.001373,0.001642,0.005313,0.007913,0.003355,0.007317,Scream
0.125204,0.231728,3.184999,0.236415,0.217290,0.848719,0.005751,0.180672,-24.262127,-1.737824,-0.305856,1.257614,-0.696876,0.511812,-0.247433,0.198099,-0.133281,0.053806,0.171137,-0.264450,0.224830,0.001421,0.002315,0.004897,0.006503,0.001332,0.002921,0.008329,0.004931,0.002255,0.003305,0.001230,0.002894,0.005498,0.016231,0.101531,0.087850,0.023258,0.012412,0.235900,0.003210,0.041064,1.155781,0.499255,0.832002,0.316693,0.477390,0.353891,0.246730,0.251609,0.257099,0.228540,0.197017,0.122133,0.138456,0.002376,0.002843,0.006029,0.011156,0.001137,0.005829,0.009312,0.005944,0.002453,0.002673,0.001008,0.003122,0.004550,Scream
0.065822,0.348343,3.160105,0.157368,0.177411,0.469414,0.019213,0.091133,-23.567110,-1.434383,-0.837862,1.390951,-0.185974,-0.624556,1.020809,-0.492173,-0.043313,0.305377,-0.226785,0.129030,-0.018078,0.000715,0.001220,0.000768,0.001952,0.005505,0.002956,0.006097,0.003906,0.015357,0.031123,0.000408,0.000626,0.015112,0.005621,0.174357,0.264240,0.017752,0.014154,0.194460,0.013927,0.046639,1.391013,0.563700,0.745613,0.264385,0.265095,0.292888,0.383449,0.520177,0.377997,0.327013,0.320394,0.218358,0.080475,0.001673,0.003810,0.001488,0.003361,0.015185,0.005504,0.011160,0.006909,0.039852,0.059905,0.000358,0.000940,0.017089,Scream
0.066710,0.093613,3.148431,0.139411,0.140880,0.631054,0.010163,0.102798,-24.251507,-1.276300,-0.868065,1.089044,0.366857,-0.337345,-0.218960,0.791741,-0.518014,0.049844,0.433459,-0.254792,0.120495,0.001949,0.002818,0.017868,0.010435,0.007558,0.035294,0.006438,0.001189,0.000648,0.002152,0.001462,0.002191,0.016258,0.016048,0.031466,0.096650,0.012680,0.015681,0.217358,0.005417,0.027095,0.930357,0.561136,0.436339,0.311032,0.274694,0.280632,0.164727,0.434259,0.365749,0.349840,0.286034,0.158508,0.127485,0.002867,0.002267,0.009920,0.010186,0.007395,0.033852,0.008744,0.001980,0.000856,0.002870,0.001824,0.003146,0.010525,Scream
0.049430,0.066170,3.233542,0.121032,0.150480,0.252830,0.008101,0.065789,-23.313576,-0.665175,-2.094305,0.319741,-0.221725,-0.557848,-0.235926,-0.044170,0.113665,0.279090,0.066061,0.177193,-0.093764,0.005524,0.008368,0.008282,0.005442,0.010894,0.014263,0.005789,0.004622,0.007362,0.008419,0.015958,0.010777,0.012636,0.011418,0.038634,0.050603,0.019276,0.026753,0.084738,0.005881,0.011152,1.598584,0.973499,0.513245,0.413374,0.345478,0.514316,0.335876,0.380230,0.464243,0.376392,0.341495,0.374973,0.275243,0.005047,0.008659,0.014986,0.006945,0.023079,0.015128,0.007038,0.005768,0.013429,0.020094,0.034680,0.012644,0.009711,Scream
0.041818,0.054681,3.201667,0.104566,0.135047,0.244891,0.013254,0.061872,-23.490162,0.791262,-1.918143,-0.401342,-0.126074,-0.605616,-0.189880,-0.547020,-0.310250,0.111104,0.387777,0.152919,0.151208,0.005186,0.008708,0.005685,0.014229,0.004766,0.011553,0.026478,0.029771,0.027146,0.008808,0.005129,0.002975,0.023226,0.011453,0.023425,0.258123,0.016063,0.029722,0.151929,0.009641,0.019258,1.131562,0.891462,0.384170,0.381768,0.349519,0.320208,0.237746,0.332423,0.525840,0.414511,0.392917,0.346128,0.336303,0.007316,0.012161,0.009977,0.021334,0.009442,0.025244,0.044042,0.045345,0.026101,0.008053,0.006252,0.003215,0.013222,Scream
0.046270,0.127416,3.168452,0.109384,0.137576,0.256928,0.007291,0.061406,-22.115597,-0.113649,-2.586814,-0.093004,0.492829,-0.054784,-0.186627,-0.493324,-0.127102,0.279604,0.120643,0.173480,0.088467,0.010693,0.008749,0.005713,0.003730,0.004632,0.004890,0.008116,0.014294,0.019724,0.018055,0.014120,0.017228,0.015566,0.007777,0.054337,0.109453,0.012937,0.024011,0.107683,0.003794,0.012359,0.694799,0.675336,0.389813,0.271886,0.259488,0.297165,0.253287,0.240851,0.267209,0.300629,0.196029,0.264428,0.160260,0.012363,0.013386,0.007798,0.003539,0.006164,0.003976,0.008348,0.015493,0.023777,0.025328,0.011152,0.018252,0.007680,Scream
0.086638,0.206397,3.221204,0.164391,0.163551,0.622798,0.024567,0.099274,-24.520884,-1.747779,-1.024995,1.372358,-0.051723,-0.473064,0.317977,0.474285,-0.508673,0.378157,0.072919,-0.140500,0.156322,0.000943,0.001001,0.002038,0.002560,0.006347,0.027557,0.013045,0.031109,0.000345,0.000241,0.000527,0.000800,0.019807,0.019717,0.064816,0.096369,0.019870,0.023306,0.082665,0.015155,0.024604,1.182939,1.006841,0.236728,0.199206,0.281276,0.175543,0.297568,0.203360,0.459741,0.497514,0.257021,0.131096,0.067853,0.000862,0.001501,0.002105,0.003078,0.005836,0.030530,0.024882,0.043707,0.000177,0.000332,0.000652,0.000859,0.016612,Scream
0.140304,0.290996,3.212351,0.231080,0.184336,0.622924,0.017318,0.178721,-24.001611,-1.595002,-0.321198,1.142111,-0.424245,-0.324590,0.629585,-0.397197,0.048459,0.168029,-0.154725,0.112767,-0.041842,0.000292,0.000248,0.000329,0.004517,0.001133,0.005493,0.004764,0.005049,0.006676,0.002795,0.004532,0.004525,0.008425,0.015896,0.128535,0.097031,0.018124,0.018309,0.251906,0.012126,0.051453,1.000907,0.687022,0.511012,0.237362,0.252023,0.180041,0.241072,0.337052,0.241970,0.273455,0.224661,0.142150,0.131785,0.000206,0.000286,0.000440,0.006689,0.000773,0.004910,0.013384,0.012053,0.010022,0.002863,0.005314,0.010040,0.008282,Scream
0.196039,0.093474,3.213741,0.294722,0.191168,1.460167,0.015211,0.310558,-23.103512,-0.660548,-1.592355,-0.115528,-0.269275,0.278821,-0.226503,0.056880,-0.086342,-0.226048,0.096259,0.222602,-0.222376,0.008190,0.004883,0.006105,0.006372,0.004952,0.004824,0.005896,0.010467,0.012361,0.005581,0.007174,0.006724,0.011040,0.047640,0.050450,0.142395,0.026493,0.019742,0.419883,0.009229,0.081458,1.161680,0.916002,0.463982,0.397972,0.506472,0.569984,0.274327,0.461472,0.305985,0.379957,0.285385,0.194389,0.104586,0.009111,0.008931,0.008883,0.007800,0.006526,0.008691,0.008036,0.018629,0.021732,0.007518,0.008663,0.010186,0.006901,Scream
0.256761,0.167114,3.220779,0.331610,0.177531,1.089818,0.020224,0.327697,-23.901705,-1.693514,-1.285554,1.009065,-0.447404,-0.327059,0.526950,-0.159589,-0.056615,0.083202,0.033376,0.040418,-0.015542,0.002305,0.001685,0.002294,0.003586,0.006809,0.007839,0.006842,0.006928,0.013850,0.007059,0.004404,0.002302,0.011135,0.029277,0.057216,0.141235,0.025052,0.012856,0.316932,0.016053,0.042046,1.540746,0.567282,0.413929,0.284171,0.249064,0.243723,0.237992,0.268436,0.275149,0.308796,0.256208,0.251647,0.213421,0.004068,0.002425,0.003653,0.005590,0.012161,0.013495,0.009734,0.013130,0.022968,0.015611,0.007870,0.004006,0.010498,Scream
0.065981,0.056938,3.043888,0.111336,0.126856,0.332231,0.016247,0.080428,-26.068021,-1.611873,-1.633182,1.083370,0.232510,-0.467724,-0.244628,0.541727,-0.132546,-0.265536,0.348050,-0.292698,0.069400,0.008589,0.009838,0.009747,0.007202,0.010407,0.009512,0.005332,0.001727,0.000810,0.001440,0.004164,0.002605,0.010094,0.037580,0.068921,0.292781,0.024453,0.038039,0.393743,0.012521,0.049650,2.155063,1.038284,0.747904,0.487693,0.432429,0.272081,0.433930,0.285946,0.366991,0.325914,0.224870,0.146941,0.174580,0.010657,0.015474,0.016627,0.012297,0.016771,0.013675,0.010576,0.002699,0.001210,0.002410,0.014504,0.003984,0.005975,Scream
0.233491,0.023421,2.956813,0.330655,0.223736,1.543050,0.013441,0.345442,-29.032187,-0.863197,-1.505636,-0.079297,-0.266568,0.211840,0.129897,0.025535,-0.061304,0.123842,-0.021914,-0.033214,-0.153266,0.005687,0.006823,0.007520,0.005053,0.008361,0.007797,0.018024,0.021651,0.006198,0.012833,0.008071,0.009373,0.016430,0.067659,0.030506,0.332387,0.054430,0.030208,0.492721,0.007460,0.138160,4.109431,1.124509,0.650043,0.524337,0.417975,0.414316,0.521504,0.476988,0.458792,0.410610,0.347823,0.275785,0.201298,0.010496,0.012019,0.012113,0.007251,0.014736,0.012459,0.019203,0.041780,0.006246,0.011708,0.011942,0.012408,0.012934,Scream
0.205263,0.029983,3.060757,0.296671,0.203206,1.420157,0.010816,0.310431,-26.022664,-0.771735,-2.116024,-0.062299,-0.041298,0.259001,0.027994,-0.130639,-0.044467,0.074574,-0.395722,0.061144,-0.228949,0.003464,0.004643,0.009605,0.002194,0.006526,0.006590,0.011860,0.013602,0.002720,0.004773,0.013060,0.021000,0.014398,0.037941,0.039513,0.300320,0.044712,0.022501,0.383409,0.007953,0.103541,2.890136,0.785284,0.611416,0.416817,0.351749,0.315420,0.574913,0.462948,0.651477,0.394818,0.540995,0.320617,0.153122,0.003729,0.005079,0.012591,0.002192,0.013971,0.009102,0.026897,0.023959,0.003807,0.007261,0.017640,0.025046,0.006888,Scream
0.073378,0.033425,3.126267,0.134819,0.160067,0.563610,0.008272,0.107623,-30.758250,-1.433308,-1.089961,0.518135,0.236473,-0.230202,-0.298092,0.445788,-0.568775,-0.115900,0.471733,-0.237243,-0.180675,0.001138,0.002858,0.005426,0.011594,0.047232,0.008621,0.002955,0.003222,0.001243,0.000588,0.000939,0.002014,0.016469,0.013666,0.030092,0.116109,0.017754,0.018102,0.200213,0.004270,0.027322,1.443009,0.478843,0.452023,0.242824,0.222734,0.198193,0.224682,0.127849,0.219285,0.216864,0.186022,0.102794,0.112404,0.000840,0.001427,0.009674,0.009754,0.012453,0.018756,0.004571,0.005877,0.001062,0.000400,0.000716,0.000670,0.005388,Scream
0.088268,0.055109,3.026560,0.141246,0.139347,0.539397,0.012182,0.109059,-27.265183,-2.303215,-0.421032,0.674342,-0.168685,-0.054235,-0.274883,0.639736,-0.658891,0.327940,0.025033,-0.211000,0.154979,0.001303,0.002119,0.005084,0.002515,0.017934,0.018626,0.009232,0.003676,0.000407,0.000308,0.000547,0.000787,0.011548,0.013697,0.039319,0.207388,0.025320,0.031745,0.274794,0.007851,0.022441,2.586359,0.601105,0.904004,0.394387,0.314393,0.265674,0.397789,0.271857,0.263305,0.440676,0.244058,0.154198,0.116150,0.001878,0.002585,0.010963,0.002842,0.025223,0.024185,0.016433,0.007737,0.000460,0.000335,0.000792,0.000800,0.010235,Scream
0.115245,0.053416,3.173211,0.156390,0.112497,0.934815,0.010986,0.186664,-27.774271,-2.328157,0.569514,0.125970,-0.380539,0.496144,-0.526163,0.473564,-0.468568,0.368167,-0.176480,-0.057024,0.166767,0.002595,0.002479,0.002290,0.006335,0.005291,0.008023,0.003070,0.001505,0.001087,0.000528,0.001260,0.000672,0.005746,0.021182,0.032282,0.129250,0.024434,0.033605,0.304489,0.006749,0.037331,1.246059,0.854502,1.152791,0.552621,0.397952,0.478025,0.425502,0.376138,0.314999,0.278581,0.303973,0.252765,0.163251,0.007015,0.003928,0.003415,0.008343,0.007829,0.009211,0.004996,0.003143,0.002361,0.000876,0.002515,0.001119,0.003370,Scream
0.091115,0.055910,3.164539,0.136794,0.110774,0.656078,0.010555,0.132759,-26.730988,-2.438193,-0.160541,0.531469,-0.215893,0.051311,-0.181246,0.376873,-0.526071,0.337568,-0.035788,-0.067250,0.062870,0.001198,0.002088,0.001334,0.001542,0.016334,0.015232,0.014118,0.002421,0.001119,0.001263,0.001591,0.001610,0.011342,0.012773,0.032398,0.103692,0.019049,0.035663,0.229455,0.006661,0.033965,1.175774,0.618123,0.737349,0.539220,0.371890,0.341651,0.317296,0.270977,0.338975,0.314051,0.304461,0.246637,0.187122,0.001974,0.004250,0.002109,0.002258,0.023833,0.016933,0.024493,0.003762,0.001535,0.002737,0.002372,0.002618,0.008469,Scream
0.069268,0.030656,2.960579,0.115101,0.137826,0.534120,0.015967,0.099755,-27.263099,-0.337025,-0.830646,-0.351196,-0.699382,-0.251063,0.141488,-0.239574,0.512818,-0.068383,0.012186,0.054189,-0.132352,0.012289,0.005267,0.006980,0.006691,0.007629,0.004858,0.003677,0.003572,0.004382,0.011967,0.020113,0.019260,0.015037,0.024202,0.043327,0.400590,0.023880,0.043628,0.331819,0.015696,0.043500,3.524006,1.410820,0.592367,0.417225,0.425277,0.475314,0.480398,0.444240,0.651007,0.458832,0.367375,0.285089,0.221740,0.021360,0.006963,0.012174,0.010872,0.012230,0.007215,0.005163,0.006260,0.006200,0.017075,0.031628,0.028671,0.013569,Scream
0.080533,0.020410,2.843362,0.131154,0.154809,0.665125,0.010656,0.119419,-27.954688,-0.624957,-0.875605,-0.591322,-0.565126,0.201992,0.495347,-0.349526,0.141516,-0.540046,0.323670,0.151974,-0.138205,0.011679,0.008765,0.004819,0.004219,0.008673,0.014336,0.015556,0.007681,0.007758,0.004194,0.009337,0.006070,0.013060,0.027295,0.029458,0.515740,0.032692,0.053470,0.312748,0.007743,0.029773,4.518044,0.971011,0.708786,0.467147,0.467610,0.476343,0.385831,0.444129,0.518155,0.407980,0.378830,0.279782,0.208517,0.014970,0.014775,0.008213,0.007772,0.013793,0.020538,0.022663,0.013575,0.009476,0.004072,0.016696,0.008484,0.009944,Scream
0.033880,0.068447,3.093729,0.091687,0.140600,0.163536,0.010353,0.042950,-23.461403,2.227773,-0.550045,-0.186764,-0.242003,-0.171756,0.236760,-0.009164,-0.230402,-0.247353,0.078213,0.186338,0.177841,0.005978,0.003386,0.053130,0.015275,0.050577,0.011683,0.020190,0.008260,0.005252,0.010464,0.019441,0.004353,0.025369,0.009705,0.053026,0.236450,0.024491,0.029803,0.123247,0.009483,0.019833,1.357032,0.514775,0.531730,0.230524,0.275134,0.322360,0.335936,0.232447,0.203188,0.354472,0.411965,0.282140,0.244333,0.008131,0.004215,0.042486,0.015126,0.039180,0.015442,0.015523,0.017327,0.006224,0.012145,0.017810,0.005524,0.011660,Scream
0.045856,0.015602,3.077940,0.101089,0.137655,0.287119,0.009219,0.071038,-25.212205,1.468111,-0.042833,0.365971,0.253882,0.642887,0.087171,0.141090,0.127857,-0.083729,0.333156,-0.219744,0.067922,0.012837,0.010327,0.039861,0.004648,0.012921,0.004979,0.076150,0.003435,0.002185,0.008427,0.046561,0.004761,0.031167,0.021756,0.027336,0.201906,0.022636,0.026891,0.255507,0.004345,0.042234,1.612843,0.945984,0.656954,0.238567,0.339819,0.294643,0.365462,0.289176,0.367973,0.289582,0.316454,0.249849,0.211486,0.017982,0.018791,0.041768,0.003745,0.011104,0.005990,0.049107,0.004023,0.001959,0.007511,0.039705,0.005766,0.013692,Scream
